image_url,local_image_path,description
https://cdn.create.vista.com/api/media/small/135250902/stock-photo-businespeople-holding-blank-card,/teamspace/studios/this_studio/business_images/Three confident businespeople holding blank card isolated on black.jpg,Three confident businespeople holding blank card isolated on black
https://cdn.create.vista.com/api/media/small/306237108/stock-photo-gorgeous-smiling-businesswoman-suit-standing-office-hands-crossed-background-her,/teamspace/studios/this_studio/business_images/Gorgeous smiling businesswoman in suit standing in office with hands crossed. In background her successful team posing..jpg,Gorgeous smiling businesswoman in suit standing in office with hands crossed. In background her successful team posing.
https://cdn.create.vista.com/api/media/small/157115192/stock-photo-close-up-view-of-cup-of-coffee-and-notebooks-on-wooden-table-top,/teamspace/studios/this_studio/business_images/Close-up view of cup of coffee and notebooks on wooden table top.jpg,Close-up view of cup of coffee and notebooks on wooden table top
https://cdn.create.vista.com/api/media/small/680316206/stock-photo-handsome-businessmen-using-gadgets-talking-smiling-while-working-office,"/teamspace/studios/this_studio/business_images/Handsome businessmen are using gadgets, talking and smiling while working in office.jpg","Handsome businessmen are using gadgets, talking and smiling while working in office"
https://cdn.create.vista.com/api/media/small/169389102/stock-photo-businesspeople-shaking-hands,/teamspace/studios/this_studio/business_images/Businesspeople shaking hands in conference hall.jpg,Businesspeople shaking hands in conference hall
https://cdn.create.vista.com/api/media/small/679593044/stock-photo-business-people-meeting-charts-double-exposure-data-analytics-advice-investment,"/teamspace/studios/this_studio/business_images/Business people, meeting and charts in double exposure for data analytics advice, investment negotiation or planning. Analyst, investor or financial team for silhouette and stats overlay on growth..jpg","Business people, meeting and charts in double exposure for data analytics advice, investment negotiation or planning. Analyst, investor or financial team for silhouette and stats overlay on growth."
https://cdn.create.vista.com/api/media/small/285782824/stock-photo-selective-focus-bearded-man-gesturing-laptop-blonde-woman-glasses,/teamspace/studios/this_studio/business_images/Selective focus of bearded man gesturing near laptop and blonde woman in glasses.jpg,Selective focus of bearded man gesturing near laptop and blonde woman in glasses
https://cdn.create.vista.com/api/media/small/78289332/stock-photo-smiling-business-woman-at-work,"/teamspace/studios/this_studio/business_images/Smiling young business woman sitting at office desk and working with a laptop, she is looking at camera.jpg","Smiling young business woman sitting at office desk and working with a laptop, she is looking at camera"
https://cdn.create.vista.com/api/media/small/178961298/stock-photo-business-team-working-while-siting-table-office-space,/teamspace/studios/this_studio/business_images/Business team working while siting at table at office space.jpg,Business team working while siting at table at office space
https://cdn.create.vista.com/api/media/small/44074741/stock-photo-octopus-in-business,/teamspace/studios/this_studio/business_images/Octopus in Business.jpg,Octopus in Business
https://cdn.create.vista.com/api/media/small/220952830/stock-photo-professional-young-business-people-sitting-smiling-camera-office,/teamspace/studios/this_studio/business_images/Professional young business people sitting and smiling at camera in office.jpg,Professional young business people sitting and smiling at camera in office
https://cdn.create.vista.com/api/media/small/13534787/stock-photo-businessman-touching-a-chart-indicating-growth,/teamspace/studios/this_studio/business_images/Businessman Touching a Graph Indicating Growth.jpg,Businessman Touching a Graph Indicating Growth
https://cdn.create.vista.com/api/media/small/265375002/stock-photo-happy-businessman-standing-crossed-arms-looking-camera-isolated-white,/teamspace/studios/this_studio/business_images/Happy businessman standing with crossed arms and looking at camera isolated on white.jpg,Happy businessman standing with crossed arms and looking at camera isolated on white
https://cdn.create.vista.com/api/media/small/38905237/stock-photo-document-in-touchpad,"/teamspace/studios/this_studio/business_images/Close-up of business document in touchpad lying on the desk, office workers interacting in the background.jpg","Close-up of business document in touchpad lying on the desk, office workers interacting in the background"
https://cdn.create.vista.com/api/media/small/204681242/stock-photo-high-angle-view-happy-business-people-working-together-modern-office,/teamspace/studios/this_studio/business_images/High angle view of happy business people working together at modern office.jpg,High angle view of happy business people working together at modern office
https://cdn.create.vista.com/api/media/small/619623288/stock-photo-optimize-your-time-smartest-apps-young-businesswoman-using-digital-tablet,/teamspace/studios/this_studio/business_images/Optimize on your time with the smartest apps. a young businesswoman using a digital tablet in an office.jpg,Optimize on your time with the smartest apps. a young businesswoman using a digital tablet in an office
https://cdn.create.vista.com/api/media/small/151402772/stock-photo-businesspeople-discussing-and-brainstorming,"/teamspace/studios/this_studio/business_images/Professional businesspeople discussing and brainstorming together on workplace in office, young professional group concept.jpg","Professional businesspeople discussing and brainstorming together on workplace in office, young professional group concept"
https://cdn.create.vista.com/api/media/small/18385669/stock-photo-same-objective-target-arrow,/teamspace/studios/this_studio/business_images/Three arrows hitting the center of a target. Image over a blue background with free space for text.jpg,Three arrows hitting the center of a target. Image over a blue background with free space for text
https://cdn.create.vista.com/api/media/small/295658894/stock-photo-multiethnic-businesspeople-formal-wear-table-conference-office,/teamspace/studios/this_studio/business_images/Multiethnic businesspeople in formal wear at table during conference in office.jpg,Multiethnic businesspeople in formal wear at table during conference in office
https://cdn.create.vista.com/api/media/small/12185281/stock-photo-happy-smart-business-man,/teamspace/studios/this_studio/business_images/Happy smart business man with team mates discussing in the background.jpg,Happy smart business man with team mates discussing in the background
https://cdn.create.vista.com/api/media/small/212122874/stock-photo-young-multicultural-businesspeople-working-project-office-looking-laptop,/teamspace/studios/this_studio/business_images/Young multicultural businesspeople working on project in office and looking at laptop.jpg,Young multicultural businesspeople working on project in office and looking at laptop
https://cdn.create.vista.com/api/media/small/71732539/stock-photo-beautiful-woman-at-the-cafe-with-a-laptop,/teamspace/studios/this_studio/business_images/Beautiful attractive woman at the cafe with a laptop having a coffee break.jpg,Beautiful attractive woman at the cafe with a laptop having a coffee break
https://cdn.create.vista.com/api/media/small/151402788/stock-photo-business-team-celebrating-success,"/teamspace/studios/this_studio/business_images/Business team celebrating success together on workplace in office, young professional group concept.jpg","Business team celebrating success together on workplace in office, young professional group concept"
https://cdn.create.vista.com/api/media/small/20337179/stock-photo-stock-market-and-technology-concept,/teamspace/studios/this_studio/business_images/One tablet pc with stock market app and financial charts (3d render).jpg,One tablet pc with stock market app and financial charts (3d render)
https://cdn.create.vista.com/api/media/small/160477532/stock-photo-multiethnic-businesspeople-discussing-papers,/teamspace/studios/this_studio/business_images/Professional group of multiethnic businesspeople discussing papers near modern office building.jpg,Professional group of multiethnic businesspeople discussing papers near modern office building
https://cdn.create.vista.com/api/media/small/23185896/stock-photo-handshake-hand-holding-on-black-background,/teamspace/studios/this_studio/business_images/Handshake - Hand holding on black background.jpg,Handshake - Hand holding on black background
https://cdn.create.vista.com/api/media/small/169390256/stock-photo-boss-shaking-hand-of-manager,/teamspace/studios/this_studio/business_images/Boss shaking hand of manager while colleagues clapping.jpg,Boss shaking hand of manager while colleagues clapping
https://cdn.create.vista.com/api/media/small/36760317/stock-photo-business-cooperation,/teamspace/studios/this_studio/business_images/Vertical image of human hands holding gear mechanism in sign of cooperation.jpg,Vertical image of human hands holding gear mechanism in sign of cooperation
https://cdn.create.vista.com/api/media/small/220945900/stock-photo-business-colleagues-having-conversation-hall-coffee-break,/teamspace/studios/this_studio/business_images/Business colleagues having conversation in hall during coffee break.jpg,Business colleagues having conversation in hall during coffee break
https://cdn.create.vista.com/api/media/small/12857998/stock-photo-a-business-man-with-an-open-hand,/teamspace/studios/this_studio/business_images/A business man with an open hand ready to seal a deal.jpg,A business man with an open hand ready to seal a deal
https://cdn.create.vista.com/api/media/small/164168072/stock-photo-confident-multiethnic-business-people,/teamspace/studios/this_studio/business_images/Smiling young business colleagues talking while walking in office.jpg,Smiling young business colleagues talking while walking in office
https://cdn.create.vista.com/api/media/small/5946954/stock-photo-business-background,/teamspace/studios/this_studio/business_images/Blue business background with crystal glass globe.jpg,Blue business background with crystal glass globe
https://cdn.create.vista.com/api/media/small/437811588/stock-photo-cropped-view-smiling-businesspeople-coffee-office-banner,"/teamspace/studios/this_studio/business_images/Cropped view of smiling businesspeople with coffee in office, banner.jpg","Cropped view of smiling businesspeople with coffee in office, banner"
https://cdn.create.vista.com/api/media/small/58508875/stock-photo-business-consultancy-concept,"/teamspace/studios/this_studio/business_images/Consultancy Concept. A businessman holding a business card with the words, We Make It Easy, written on it..jpg","Consultancy Concept. A businessman holding a business card with the words, We Make It Easy, written on it."
https://cdn.create.vista.com/api/media/small/162755848/stock-photo-businesswoman,/teamspace/studios/this_studio/business_images/Beautiful businesswoman with crossed arms standing in modern office.jpg,Beautiful businesswoman with crossed arms standing in modern office
https://cdn.create.vista.com/api/media/small/11632060/stock-photo-businessman-with-team,/teamspace/studios/this_studio/business_images/Business team with the leader in the office corridor.jpg,Business team with the leader in the office corridor
https://cdn.create.vista.com/api/media/small/199644112/stock-photo-side-view-young-blogger-working-laptop-coffee-shop,/teamspace/studios/this_studio/business_images/Side view of young blogger working on laptop in coffee shop.jpg,Side view of young blogger working on laptop in coffee shop
https://cdn.create.vista.com/api/media/small/36866481/stock-photo-security-management-concept,/teamspace/studios/this_studio/business_images/Compass needle pointing the word security. Concept image blue and black tones.jpg,Compass needle pointing the word security. Concept image blue and black tones
https://cdn.create.vista.com/api/media/small/474165028/stock-photo-interracial-business-people-drinks-smartphone-smiling-camera,/teamspace/studios/this_studio/business_images/Interracial business people with drinks and smartphone smiling at camera.jpg,Interracial business people with drinks and smartphone smiling at camera
https://cdn.create.vista.com/api/media/small/17597413/stock-photo-creative-business-idea,/teamspace/studios/this_studio/business_images/Concept of a big creative business idea.jpg,Concept of a big creative business idea
https://cdn.create.vista.com/api/media/small/158224380/stock-photo-light-bulb-symbol,/teamspace/studios/this_studio/business_images/Light bulb symbol and crumpled papers near by on blackboard. Business idea concept.jpg,Light bulb symbol and crumpled papers near by on blackboard. Business idea concept
https://cdn.create.vista.com/api/media/small/29873281/stock-photo-business-plan,/teamspace/studios/this_studio/business_images/Close-up of a financial report with the silhouettes of business people in the background.jpg,Close-up of a financial report with the silhouettes of business people in the background
https://cdn.create.vista.com/api/media/small/151249426/stock-photo-businessmen-at-job-interview,"/teamspace/studios/this_studio/business_images/Smiling young businessman looking at manager with clipboard at job interview, business concept.jpg","Smiling young businessman looking at manager with clipboard at job interview, business concept"
https://cdn.create.vista.com/api/media/small/16207133/stock-photo-businessman,/teamspace/studios/this_studio/business_images/Businessman on a white background.jpg,Businessman on a white background
https://cdn.create.vista.com/api/media/small/141415516/stock-photo-young-businesspeople-working-together,/teamspace/studios/this_studio/business_images/Professional young business colleagues discussing new project in office.jpg,Professional young business colleagues discussing new project in office
https://cdn.create.vista.com/api/media/small/46268575/stock-photo-touchpad-and-financial-documents,"/teamspace/studios/this_studio/business_images/Image of eyeglasses, pen, touchpad and financial documents at workplace with businessmen working on background.jpg","Image of eyeglasses, pen, touchpad and financial documents at workplace with businessmen working on background"
https://cdn.create.vista.com/api/media/small/220950468/stock-photo-smiling-young-business-colleagues-using-digital-tablet-talking-while-walking,/teamspace/studios/this_studio/business_images/Smiling young business colleagues using digital tablet and talking while walking at workspace.jpg,Smiling young business colleagues using digital tablet and talking while walking at workspace
https://cdn.create.vista.com/api/media/small/69202269/stock-photo-mans-hands-using-smart-phone,"/teamspace/studios/this_studio/business_images/Cropped shot of a young man working from home using smart phone and notebook computer, side view of a man's hands using smart phone in interior,man at his coworking place using technology, flare light.jpg","Cropped shot of a young man working from home using smart phone and notebook computer, side view of a man's hands using smart phone in interior,man at his coworking place using technology, flare light"
https://cdn.create.vista.com/api/media/small/220952802/stock-photo-beautiful-young-businesswoman-standing-crossed-arms-smiling-camera-office,/teamspace/studios/this_studio/business_images/Beautiful young businesswoman standing with crossed arms and smiling at camera in office.jpg,Beautiful young businesswoman standing with crossed arms and smiling at camera in office
https://cdn.create.vista.com/api/media/small/12490347/stock-photo-business-review,/teamspace/studios/this_studio/business_images/Overview of business team discussing the results of the work.jpg,Overview of business team discussing the results of the work
https://cdn.create.vista.com/api/media/small/169401170/stock-photo-businesspeople-having-conversation,/teamspace/studios/this_studio/business_images/Top view of businesspeople having conversation with documents and gadgets.jpg,Top view of businesspeople having conversation with documents and gadgets
https://cdn.create.vista.com/api/media/small/664397618/stock-photo-document-management-system-dms-documentation-enterprise-erp-document-management-concept,"/teamspace/studios/this_studio/business_images/Document Management System (DMS) documentation in enterprise with ERP. Document management concept, online documentation database..jpg","Document Management System (DMS) documentation in enterprise with ERP. Document management concept, online documentation database."
https://cdn.create.vista.com/api/media/small/174294950/stock-photo-businesspeople-shaking-hands,/teamspace/studios/this_studio/business_images/Cropped shot of businesspeople in suits shaking hands.jpg,Cropped shot of businesspeople in suits shaking hands
https://cdn.create.vista.com/api/media/small/42524863/stock-photo-discussing-project,/teamspace/studios/this_studio/business_images/Image of two young businessmen using touchpad at meeting.jpg,Image of two young businessmen using touchpad at meeting
https://cdn.create.vista.com/api/media/small/153632702/stock-photo-businesswomen-making-presentation,/teamspace/studios/this_studio/business_images/Professional young businesswomen in formalwear making presentation near whiteboard.jpg,Professional young businesswomen in formalwear making presentation near whiteboard
https://cdn.create.vista.com/api/media/small/22922088/stock-photo-business-people-shaking-hands,"/teamspace/studios/this_studio/business_images/Business people shaking hands, finishing up a meeting.jpg","Business people shaking hands, finishing up a meeting"
https://cdn.create.vista.com/api/media/small/220769962/stock-photo-successful-african-american-architect-working-business-buildings-model-computer-modern,/teamspace/studios/this_studio/business_images/Successful african american architect working with business buildings model and computer in modern office.jpg,Successful african american architect working with business buildings model and computer in modern office
https://cdn.create.vista.com/api/media/small/36435667/stock-photo-a-handshake-between-business-people,/teamspace/studios/this_studio/business_images/Two business people shaking hands.jpg,Two business people shaking hands
https://cdn.create.vista.com/api/media/small/133669796/stock-photo-man-and-woman-using-digital-tablet,/teamspace/studios/this_studio/business_images/Young man and woman interacting while using digital tablet in bakery.jpg,Young man and woman interacting while using digital tablet in bakery
https://cdn.create.vista.com/api/media/small/565150010/stock-photo-two-smiling-businessmen-shaking-hands-together-while-standing-in-an-office-before-the-meeting,/teamspace/studios/this_studio/business_images/Two smiling businessmen shaking hands together while standing in an office before the meeting..jpg,Two smiling businessmen shaking hands together while standing in an office before the meeting.
https://cdn.create.vista.com/api/media/small/153605610/stock-photo-businesswoman-working-with-laptop,/teamspace/studios/this_studio/business_images/Top view of senior businesswoman working with laptop computer on workplace in office.jpg,Top view of senior businesswoman working with laptop computer on workplace in office
https://cdn.create.vista.com/api/media/small/46263033/stock-photo-business-meeting,/teamspace/studios/this_studio/business_images/Image of two young businessmen discussing document in touchpad at meeting.jpg,Image of two young businessmen discussing document in touchpad at meeting
https://cdn.create.vista.com/api/media/small/165259078/stock-photo-businesswoman-with-credit-card-talking-on-smartphone,/teamspace/studios/this_studio/business_images/Smiling businesswoman with credit card in hand talking on smartphone while sitting at table with laptop in cafe.jpg,Smiling businesswoman with credit card in hand talking on smartphone while sitting at table with laptop in cafe
https://cdn.create.vista.com/api/media/small/29873283/stock-photo-financial-planning,"/teamspace/studios/this_studio/business_images/Colleagues meeting to discuss their future financial plans, only silhouettes being viewed.jpg","Colleagues meeting to discuss their future financial plans, only silhouettes being viewed"
https://cdn.create.vista.com/api/media/small/161352588/stock-photo-multicultural-business-team-having-conference,/teamspace/studios/this_studio/business_images/High angle view of young business team discussing business plan during conference in office.jpg,High angle view of young business team discussing business plan during conference in office
https://cdn.create.vista.com/api/media/small/115962646/stock-photo-businessman-with-trading-graph,"/teamspace/studios/this_studio/business_images/Double exposure of businessman with Trading graph on the cityscape background, Business financial concept.jpg","Double exposure of businessman with Trading graph on the cityscape background, Business financial concept"
https://cdn.create.vista.com/api/media/small/253834334/stock-photo-smiling-young-business-partners-using-digital-tablet-isolated-white,/teamspace/studios/this_studio/business_images/Smiling young business partners using digital tablet isolated in white.jpg,Smiling young business partners using digital tablet isolated in white
https://cdn.create.vista.com/api/media/small/211035688/stock-photo-young-business-people-using-mobile-phone-modern-city-buildings-background,/teamspace/studios/this_studio/business_images/Young business people using mobile phone with modern city buildings background. Future telecommunication technology and internet of things ( IOT ) concept..jpg,Young business people using mobile phone with modern city buildings background. Future telecommunication technology and internet of things ( IOT ) concept.
https://cdn.create.vista.com/api/media/small/212122000/stock-photo-young-multicultural-businesspeople-discussing-project-office,/teamspace/studios/this_studio/business_images/Young multicultural businesspeople discussing project in office.jpg,Young multicultural businesspeople discussing project in office
https://cdn.create.vista.com/api/media/small/12983756/stock-photo-controls-computer-room,/teamspace/studios/this_studio/business_images/Business man hand controls computer room.jpg,Business man hand controls computer room
https://cdn.create.vista.com/api/media/small/209784802/stock-photo-multicultural-concentrated-business-colleagues-using-laptop-together-workplace-office,/teamspace/studios/this_studio/business_images/Multicultural concentrated business colleagues using laptop together at workplace in office.jpg,Multicultural concentrated business colleagues using laptop together at workplace in office
https://cdn.create.vista.com/api/media/small/78577344/stock-photo-modern-buildings,/teamspace/studios/this_studio/business_images/Modern buildings in Hong Kong.jpg,Modern buildings in Hong Kong
https://cdn.create.vista.com/api/media/small/169397804/stock-photo-business-partners,/teamspace/studios/this_studio/business_images/Business partners shaking hands with blurred colleagues on background.jpg,Business partners shaking hands with blurred colleagues on background
https://cdn.create.vista.com/api/media/small/663403116/stock-photo-group-business-people-handshake-meeting-table-office-together-confident-shot,/teamspace/studios/this_studio/business_images/Group business people handshake at meeting table in office together with confident shot from top view . Young businessman and businesswoman workers express agreement of investment deal. Jivy.jpg,Group business people handshake at meeting table in office together with confident shot from top view . Young businessman and businesswoman workers express agreement of investment deal. Jivy
https://cdn.create.vista.com/api/media/small/184407784/stock-photo-side-view-businessman-businesswoman-looking-documents-office,/teamspace/studios/this_studio/business_images/Side view of businessman and businesswoman looking at documents in office.jpg,Side view of businessman and businesswoman looking at documents in office
https://cdn.create.vista.com/api/media/small/589430848/stock-photo-happy-businessman-shaking-hands-one-his-coworkers-while-joining-meeting,/teamspace/studios/this_studio/business_images/Happy businessman shaking hands with one of his coworkers while joining a meeting in the office..jpg,Happy businessman shaking hands with one of his coworkers while joining a meeting in the office.
https://cdn.create.vista.com/api/media/small/166636858/stock-photo-businessmen-working-in-office,/teamspace/studios/this_studio/business_images/Cropped shot of professional businessmen working with papers in office.jpg,Cropped shot of professional businessmen working with papers in office
https://cdn.create.vista.com/api/media/small/633123902/stock-photo-successful-business-logistics-logistic-network-distribution-background-logistics-industrial-container,/teamspace/studios/this_studio/business_images/Successful business of logistics with logistic network distribution on background and Logistics Industrial Container Cargo freight ship or instant shipping by management team.jpg,Successful business of logistics with logistic network distribution on background and Logistics Industrial Container Cargo freight ship or instant shipping by management team
https://cdn.create.vista.com/api/media/small/209987472/stock-photo-happy-multiracial-business-team-working-project-together-office,/teamspace/studios/this_studio/business_images/Happy multiracial business team working on project together in office.jpg,Happy multiracial business team working on project together in office
https://cdn.create.vista.com/api/media/small/6270045/stock-photo-happy-young-businessman-and-big-city,/teamspace/studios/this_studio/business_images/Happy young businessman and big city.jpg,Happy young businessman and big city
https://cdn.create.vista.com/api/media/small/356400950/stock-photo-businessman-asian-businesswoman-looking-laptop-talking-business-meeting,/teamspace/studios/this_studio/business_images/Businessman and asian businesswoman looking at laptop and talking during business meeting.jpg,Businessman and asian businesswoman looking at laptop and talking during business meeting
https://cdn.create.vista.com/api/media/small/12766782/stock-photo-work-in-group,/teamspace/studios/this_studio/business_images/Group of business working and discussing togeher at office.jpg,Group of business working and discussing togeher at office
https://cdn.create.vista.com/api/media/small/295658812/stock-photo-partial-view-smiling-businesspeople-formal-wear-table-conference-office,/teamspace/studios/this_studio/business_images/Partial view of smiling businesspeople in formal wear at table during conference in office.jpg,Partial view of smiling businesspeople in formal wear at table during conference in office
https://cdn.create.vista.com/api/media/small/21829337/stock-photo-businessman-hand-pushing-solution-graph-on-a-touch-screen,/teamspace/studios/this_studio/business_images/Businessman hand pushing solution diagram on a touch screen interface.jpg,Businessman hand pushing solution diagram on a touch screen interface
https://cdn.create.vista.com/api/media/small/158224910/stock-photo-light-bulb-symbol-and-inscription,/teamspace/studios/this_studio/business_images/Business concept made of light bulb symbol and work and business inscription on blackboard.jpg,Business concept made of light bulb symbol and work and business inscription on blackboard
https://cdn.create.vista.com/api/media/small/624489354/stock-photo-financial-graphs-digital-indicators-overlap-modernistic-urban-area-skyscrabber-stock,"/teamspace/studios/this_studio/business_images/Financial graphs and digital indicators overlap with modernistic urban area, skyscrabber for stock market business concept. Double exposure..jpg","Financial graphs and digital indicators overlap with modernistic urban area, skyscrabber for stock market business concept. Double exposure."
https://cdn.create.vista.com/api/media/small/183231480/stock-photo-business,/teamspace/studios/this_studio/business_images/Smiling young businesswoman with closed eyes meditating while levitating at workplace with papers.jpg,Smiling young businesswoman with closed eyes meditating while levitating at workplace with papers
https://cdn.create.vista.com/api/media/small/21700109/stock-photo-stacked-cargo-containers-in-port,/teamspace/studios/this_studio/business_images/Stacked cargo containers in storage area of freight sea port terminal.jpg,Stacked cargo containers in storage area of freight sea port terminal
https://cdn.create.vista.com/api/media/small/208506000/stock-photo-concentrated-businessman-writing-documents-while-sitting-workplace-laptop-gun,/teamspace/studios/this_studio/business_images/Concentrated businessman writing in documents while sitting at workplace with laptop and gun.jpg,Concentrated businessman writing in documents while sitting at workplace with laptop and gun
https://cdn.create.vista.com/api/media/small/624939058/stock-photo-proper-planning-essential-business-success-businesspeople-discussing-paperwork-office,/teamspace/studios/this_studio/business_images/Proper planning is essential to business success. businesspeople discussing paperwork in the office.jpg,Proper planning is essential to business success. businesspeople discussing paperwork in the office
https://cdn.create.vista.com/api/media/small/220948206/stock-photo-young-business-colleagues-using-digital-devices-working-together-office,/teamspace/studios/this_studio/business_images/Young business colleagues using digital devices and working together in office.jpg,Young business colleagues using digital devices and working together in office
https://cdn.create.vista.com/api/media/small/624946172/stock-photo-creative-woman-portrait-smile-glasses-vision-career-ambition-success-office,"/teamspace/studios/this_studio/business_images/Creative, woman and portrait smile with glasses for vision, career ambition or success at the office. Happy female employee designer face smiling with teeth in happiness or satisfaction at workplace..jpg","Creative, woman and portrait smile with glasses for vision, career ambition or success at the office. Happy female employee designer face smiling with teeth in happiness or satisfaction at workplace."
https://cdn.create.vista.com/api/media/small/160982848/stock-photo-businessman-with-colleagues-during-work,/teamspace/studios/this_studio/business_images/Portrait of businessman with arms crossed looking at camera while colleagues discussing work behind.jpg,Portrait of businessman with arms crossed looking at camera while colleagues discussing work behind
https://cdn.create.vista.com/api/media/small/48089287/stock-photo-office-table-with-notepad-computer-and-coffee-cup,"/teamspace/studios/this_studio/business_images/Office table with notepad, computer and coffee cup. View from above with copy space.jpg","Office table with notepad, computer and coffee cup. View from above with copy space"
https://cdn.create.vista.com/api/media/small/151403138/stock-photo-businesspeople-discussing-and-brainstorming,/teamspace/studios/this_studio/business_images/Professional businesspeople discussing and brainstorming together on workplace in office.jpg,Professional businesspeople discussing and brainstorming together on workplace in office
https://cdn.create.vista.com/api/media/small/16040227/stock-photo-discussing-blueprint,/teamspace/studios/this_studio/business_images/Team of engineers discussing blueprint at meeting.jpg,Team of engineers discussing blueprint at meeting
https://cdn.create.vista.com/api/media/small/403215288/stock-photo-bearded-businessman-pointing-finger-folder-hands-asian-colleague-while-holding,/teamspace/studios/this_studio/business_images/Bearded businessman pointing with finger at folder in hands of asian colleague while holding laptop isolated on grey.jpg,Bearded businessman pointing with finger at folder in hands of asian colleague while holding laptop isolated on grey
https://cdn.create.vista.com/api/media/small/130154056/stock-photo-businessman-working-with-document-and-computer-in-office-workpla,/teamspace/studios/this_studio/business_images/People working with document and laptop computer - meeting in office workplace concept.jpg,People working with document and laptop computer - meeting in office workplace concept
https://cdn.create.vista.com/api/media/small/437811262/stock-photo-cup-coffee-hands-businessman-investor-envelope-papers-blurred-background,/teamspace/studios/this_studio/business_images/Cup of coffee in hands of businessman near investor with envelope and papers on blurred background.jpg,Cup of coffee in hands of businessman near investor with envelope and papers on blurred background
https://cdn.create.vista.com/api/media/small/583324702/stock-photo-man-standing-panoramic-window-night-lightning-background,/teamspace/studios/this_studio/business_images/The man standing near the panoramic window on the night lightning background.jpg,The man standing near the panoramic window on the night lightning background
https://cdn.create.vista.com/api/media/small/158224718/stock-photo-light-bulb-symbol-and-coffee-cup,"/teamspace/studios/this_studio/business_images/Business concept made of light bulb symbol, coffee cup and money on blackboard.jpg","Business concept made of light bulb symbol, coffee cup and money on blackboard"
https://cdn.create.vista.com/api/media/small/109657282/stock-photo-business-people-sitting-and-discussing-at-business-meeting-in-office,/teamspace/studios/this_studio/business_images/Business people sitting and discussing at business meeting.jpg,Business people sitting and discussing at business meeting
https://cdn.create.vista.com/api/media/small/153606394/stock-photo-clipboard-and-contract-on-table,"/teamspace/studios/this_studio/business_images/Cropped view of two businesswomen discussing business project on meeting in office, clipboard and contract on foreground.jpg","Cropped view of two businesswomen discussing business project on meeting in office, clipboard and contract on foreground"
https://cdn.create.vista.com/api/media/small/10564685/stock-photo-businessman-and-watering-pot,/teamspace/studios/this_studio/business_images/Businessman and watering pot (path in side).jpg,Businessman and watering pot (path in side)
https://cdn.create.vista.com/api/media/small/256804078/stock-photo-panoramic-shot-business-coach-pointing-white-board-pen-multicultural-coworkers,/teamspace/studios/this_studio/business_images/Panoramic shot of business coach pointing at white board with pen near multicultural coworkers.jpg,Panoramic shot of business coach pointing at white board with pen near multicultural coworkers
